,prompts,outputs_tags,tags,values
1187,¿Cual es  el stock del codigo 7464?,stock,codigo,7464
1188,¿Cual es la marca del codigo 13410?,marca,codigo,13410
1189,¿Cual es la marca del codigo 731?,marca,codigo,731
1190,¿Cual es la marca del codigo 23231?,marca,codigo,23231
1191,¿Cual es  el stock del codigo 20990?,stock,codigo,20990
1192,¿Cuáles son  los stocks de la marca temple scotish?,stock,marca,temple scotish
1193,¿Cual es  el stock del codigo 21971?,stock,codigo,21971
1194,¿Cual es la marca del codigo 7610?,marca,codigo,7610
1195,¿Cual es  el calibre del codigo 13950?,calibre,codigo,13950
1196,¿Cuáles son el negocio del codigo 839?,negocio,codigo,839
1197,¿Cual es  el stock del codigo 10544?,stock,codigo,10544
1198,¿Cuáles son  los stocks de la marca baltica?,stock,marca,baltica
1199,¿Cuáles son  los codigos de la marca temple scotish?,codigo,marca,temple scotish
1200,¿Cual es el negocio de la marca temple wolf ipa?,negocio,marca,temple wolf ipa
1201,¿Cual es  el stock del codigo 7178?,stock,codigo,7178
1202,¿Cual es la marca del codigo 2852?,marca,codigo,2852
1203,¿Cual es  el stock del codigo 7055?,stock,codigo,7055
1204,¿Cual es la marca del codigo 22463?,marca,codigo,22463
1205,¿Cual es la marca del codigo 14996?,marca,codigo,14996
1206,¿Cuáles son el negocio del codigo 18358?,negocio,codigo,18358
1207,¿Cual es  el calibre del codigo 22478?,calibre,codigo,22478
1208,¿Cual es  el calibre del codigo 5480?,calibre,codigo,5480
1209,¿Cual es la marca del codigo 8126?,marca,codigo,8126
1210,¿Cual es el negocio de la marca pat solcitra?,negocio,marca,pat solcitra
1211,¿Cual es la marca del codigo 22473?,marca,codigo,22473
1212,¿Cual es la marca del codigo 2881?,marca,codigo,2881
1213,¿Cual es  el calibre del codigo 21266?,calibre,codigo,21266
1214,¿Cuáles son el negocio del codigo 20811?,negocio,codigo,20811
1215,¿Cual es la marca del codigo 1433?,marca,codigo,1433
1216,¿Cual es la marca del codigo 701?,marca,codigo,701
1217,¿Cual es la marca del codigo 21922?,marca,codigo,21922
1218,¿Cual es  el calibre del codigo 18587?,calibre,codigo,18587
1219,¿Cual es la marca del codigo 15621?,marca,codigo,15621
1220,¿Cuáles son el negocio del codigo 18682?,negocio,codigo,18682
1221,¿Cual es  el stock del codigo 13629?,stock,codigo,13629
1222,¿Cuáles son  los stocks del negocio UNG?,stock,negocio,UNG
1223,¿Cual es  el stock del codigo 14101?,stock,codigo,14101
1224,¿Cual es  el calibre del codigo 18682?,calibre,codigo,18682
1225,¿Cuáles son  los calibres de la marca hoegarden?,calibre,marca,hoegarden
1226,¿Cual es  el stock del codigo 19193?,stock,codigo,19193
1227,¿Cuáles son el negocio del codigo 16811?,negocio,codigo,16811
1228,¿Cual es la marca del codigo 20356?,marca,codigo,20356
1229,¿Cual es  el calibre del codigo 2157?,calibre,codigo,2157
1230,¿Cual es  el stock del codigo 19538?,stock,codigo,19538
1231,¿Cual es la marca del codigo 11503?,marca,codigo,11503
1232,¿Cuáles son  los stocks del calibre 2450?,stock,calibre,2450
1233,¿Cual es  el calibre del codigo 2892?,calibre,codigo,2892
1234,¿Cual es  el stock del codigo 12067?,stock,codigo,12067
1235,¿Cual es la marca del codigo 61677?,marca,codigo,61677
1236,¿Cual es  el stock del codigo 19587?,stock,codigo,19587
1237,¿Cual es  el calibre del codigo 24011?,calibre,codigo,24011
1238,¿Cual es la marca del codigo 11744?,marca,codigo,11744
1239,¿Cual es  el stock del codigo 11743?,stock,codigo,11743
1240,¿Cual es la marca del codigo 18361?,marca,codigo,18361
1241,¿Cuáles son el negocio del codigo 19341?,negocio,codigo,19341
1242,¿Cual es  el stock del codigo 21465?,stock,codigo,21465
1243,¿Cuáles son  los calibres de la marca patagonia hoppy lager?,calibre,marca,patagonia hoppy lager
1244,¿Cual es  el stock del codigo 23272?,stock,codigo,23272
1245,¿Cuáles son el negocio del codigo 7178?,negocio,codigo,7178
1246,¿Cual es  el stock del codigo 2439?,stock,codigo,2439
1247,¿Cual es  el stock del codigo 819?,stock,codigo,819
1248,¿Cual es la marca del codigo 14098?,marca,codigo,14098
1249,¿Cual es la marca del codigo 1422?,marca,codigo,1422
1250,¿Cuáles son el negocio del codigo 20433?,negocio,codigo,20433
1251,¿Cual es  el calibre del codigo 7618?,calibre,codigo,7618
1252,¿Cuáles son el negocio del codigo 19568?,negocio,codigo,19568
1253,¿Cuáles son el negocio del codigo 18590?,negocio,codigo,18590
1254,¿Cual es  el stock del codigo 14637?,stock,codigo,14637
1255,¿Cuáles son  los codigos de la marca patagonia eipa?,codigo,marca,patagonia eipa
1256,¿Cuáles son  los calibres de la marca la virgen?,calibre,marca,la virgen
1257,¿Cuáles son el negocio del codigo 22589?,negocio,codigo,22589
1258,¿Cuáles son el negocio del codigo 19088?,negocio,codigo,19088
1259,¿Cuáles son el negocio del codigo 737?,negocio,codigo,737
1260,¿Cual es  el calibre del codigo 2117?,calibre,codigo,2117
1261,¿Cual es  el stock del codigo 19022?,stock,codigo,19022
1262,¿Cuáles son el negocio del codigo 22054?,negocio,codigo,22054
1263,¿Cual es  el stock del codigo 14622?,stock,codigo,14622
1264,¿Cual es  el stock del codigo 14096?,stock,codigo,14096
1265,¿Cual es la marca del codigo 18565?,marca,codigo,18565
1266,¿Cuáles son el negocio del codigo 11940?,negocio,codigo,11940
1267,¿Cual es  el stock del codigo 18878?,stock,codigo,18878
1268,¿Cuáles son el negocio del codigo 7182?,negocio,codigo,7182
1269,¿Cual es  el calibre del codigo 826?,calibre,codigo,826
1270,¿Cual es  el stock del codigo 691?,stock,codigo,691
1271,¿Cual es  el stock del codigo 19259?,stock,codigo,19259
1272,¿Cual es  el stock del codigo 20808?,stock,codigo,20808
1273,¿Cual es la marca del codigo 16527?,marca,codigo,16527
1274,¿Cuáles son el negocio del codigo 22608?,negocio,codigo,22608
1275,¿Cual es  el stock del codigo 7108?,stock,codigo,7108
1276,¿Cual es la marca del codigo 7914?,marca,codigo,7914
1277,¿Cual es la marca del codigo 16753?,marca,codigo,16753
1278,¿Cuáles son el negocio del codigo 2284?,negocio,codigo,2284
1279,¿Cual es  el stock del codigo 14509?,stock,codigo,14509
1280,¿Cual es  el calibre del codigo 18545?,calibre,codigo,18545
1281,¿Cuáles son  los calibres de la marca andes origen vendimia?,calibre,marca,andes origen vendimia
1282,¿Cuáles son el negocio del codigo 2190?,negocio,codigo,2190
1283,¿Cual es  el calibre del codigo 23946?,calibre,codigo,23946
1284,¿Cuáles son  los codigos de la marca patagonia vera ipa?,codigo,marca,patagonia vera ipa
1285,¿Cual es  el stock del codigo 18279?,stock,codigo,18279
1286,¿Cual es  el stock del codigo 5294?,stock,codigo,5294
1287,¿Cual es la marca del codigo 11940?,marca,codigo,11940
1288,¿Cual es la marca del codigo 22294?,marca,codigo,22294
1289,¿Cual es la marca del codigo 2903?,marca,codigo,2903
1290,¿Cuáles son el negocio del codigo 24343?,negocio,codigo,24343
1291,¿Cual es  el calibre del codigo 19398?,calibre,codigo,19398
1292,¿Cuáles son el negocio del codigo 12195?,negocio,codigo,12195
1293,¿Cual es  el calibre del codigo 22054?,calibre,codigo,22054
1294,¿Cual es  el stock del codigo 7161?,stock,codigo,7161
1295,¿Cual es la marca del codigo 2819?,marca,codigo,2819
1296,¿Cuáles son el negocio del codigo 18562?,negocio,codigo,18562
1297,¿Cual es la marca del codigo 7651?,marca,codigo,7651
1298,¿Cual es la marca del codigo 22318?,marca,codigo,22318
1299,¿Cual es la marca del codigo 7484?,marca,codigo,7484
1300,¿Cual es la marca del codigo 2157?,marca,codigo,2157
1301,¿Cual es la marca del codigo 17637?,marca,codigo,17637
1302,¿Cuáles son el negocio del codigo 1170?,negocio,codigo,1170
1303,¿Cuáles son el negocio del codigo 20812?,negocio,codigo,20812
1304,¿Cuáles son el negocio del codigo 22319?,negocio,codigo,22319
1305,¿Cuáles son el negocio del codigo 2892?,negocio,codigo,2892
1306,¿Cual es  el calibre del codigo 21919?,calibre,codigo,21919
1307,¿Cual es  el calibre del codigo 22467?,calibre,codigo,22467
1308,¿Cuáles son  los codigos de la marca quilmes 0.0%?,codigo,marca,quilmes 0.0%
1309,¿Cual es  el calibre del codigo 19534?,calibre,codigo,19534
1310,¿Cual es  el calibre del codigo 20383?,calibre,codigo,20383
1311,¿Cual es  el stock del codigo 17081?,stock,codigo,17081
1312,¿Cual es la marca del codigo 21856?,marca,codigo,21856
1313,¿Cual es  el calibre del codigo 20812?,calibre,codigo,20812
1314,¿Cuáles son el negocio del codigo 22460?,negocio,codigo,22460
1315,¿Cual es  el stock del codigo 5875?,stock,codigo,5875
1316,¿Cual es  el calibre del codigo 24376?,calibre,codigo,24376
1317,¿Cual es la marca del codigo 6886?,marca,codigo,6886
1318,¿Cuáles son  los calibres de la marca patagonia ipa?,calibre,marca,patagonia ipa
1319,¿Cual es  el calibre del codigo 14098?,calibre,codigo,14098
1320,¿Cual es la marca del codigo 7978?,marca,codigo,7978
1321,¿Cuáles son el negocio del calibre 355 lata?,negocio,calibre,355 lata
1322,¿Cual es la marca del codigo 20471?,marca,codigo,20471
1323,¿Cual es la marca del codigo 2117?,marca,codigo,2117
1324,¿Cual es  el stock del codigo 826?,stock,codigo,826
1325,¿Cual es  el calibre del codigo 7693?,calibre,codigo,7693
1326,¿Cual es la marca del codigo 21560?,marca,codigo,21560
1327,¿Cual es la marca del codigo 16813?,marca,codigo,16813
1328,¿Cual es  el calibre del codigo 22498?,calibre,codigo,22498
1329,¿Cuáles son las marcas del calibre 950?,marca,calibre,950
1330,¿Cuáles son el negocio del codigo 22321?,negocio,codigo,22321
1331,¿Cual es el negocio de la marca iguana summer?,negocio,marca,iguana summer
1332,¿Cual es  el stock del codigo 11275?,stock,codigo,11275
1333,¿Cuáles son  los codigos de la marca gatorade?,codigo,marca,gatorade
1334,¿Cual es  el calibre del codigo 11740?,calibre,codigo,11740
1335,¿Cuáles son  los codigos del calibre 995?,codigo,calibre,995
1336,¿Cual es  el calibre del codigo 7634?,calibre,codigo,7634
1337,¿Cual es  el stock del codigo 5742?,stock,codigo,5742
1338,¿Cuáles son  los codigos del calibre 355 lata?,codigo,calibre,355 lata
1339,¿Cual es  el calibre del codigo 18561?,calibre,codigo,18561
1340,¿Cual es la marca del codigo 21971?,marca,codigo,21971
1341,¿Cual es  el calibre del codigo 22681?,calibre,codigo,22681
1342,¿Cual es la marca del codigo 7698?,marca,codigo,7698
1343,¿Cual es la marca del codigo 18593?,marca,codigo,18593
1344,¿Cual es  el calibre del codigo 22336?,calibre,codigo,22336
1345,¿Cual es  el stock del codigo 19544?,stock,codigo,19544
1346,¿Cuáles son el negocio del codigo 24639?,negocio,codigo,24639
1347,¿Cual es  el calibre del codigo 18571?,calibre,codigo,18571
1348,¿Cual es  el calibre del codigo 20987?,calibre,codigo,20987
1349,¿Cual es  el calibre del codigo 1322?,calibre,codigo,1322
1350,¿Cual es  el calibre del codigo 10810?,calibre,codigo,10810
1351,¿Cuáles son el negocio del codigo 740?,negocio,codigo,740
1352,¿Cuáles son  los stocks de la marca bbc?,stock,marca,bbc
1353,¿Cual es  el calibre del codigo 13629?,calibre,codigo,13629
1354,¿Cuáles son el negocio del codigo 744?,negocio,codigo,744
1355,¿Cual es la marca del codigo 17517?,marca,codigo,17517
1356,¿Cuáles son el negocio del codigo 7610?,negocio,codigo,7610
1357,¿Cuáles son el negocio del codigo 19661?,negocio,codigo,19661
1358,¿Cuáles son el negocio del codigo 7693?,negocio,codigo,7693
1359,¿Cuáles son  los calibres de la marca corona?,calibre,marca,corona
1360,¿Cual es  el calibre del codigo 22484?,calibre,codigo,22484
1361,¿Cual es la marca del codigo 15095?,marca,codigo,15095
1362,¿Cuáles son  los calibres de la marca eco de los andes?,calibre,marca,eco de los andes
1363,¿Cuáles son el negocio del codigo 18066?,negocio,codigo,18066
1364,¿Cual es  el calibre del codigo 1401?,calibre,codigo,1401
1365,¿Cual es  el stock del codigo 21965?,stock,codigo,21965
1366,¿Cual es la marca del codigo 19022?,marca,codigo,19022
1367,¿Cuáles son el negocio del codigo 18594?,negocio,codigo,18594
1368,¿Cual es  el calibre del codigo 15589?,calibre,codigo,15589
1369,¿Cual es la marca del codigo 12201?,marca,codigo,12201
1370,¿Cuáles son las marcas del calibre 1200?,marca,calibre,1200
1371,¿Cual es  el calibre del codigo 2449?,calibre,codigo,2449
1372,¿Cual es el negocio de la marca brahma?,negocio,marca,brahma
1373,¿Cual es  el stock del codigo 2554?,stock,codigo,2554
1374,¿Cual es la marca del codigo 16668?,marca,codigo,16668
1375,¿Cual es  el stock del codigo 20999?,stock,codigo,20999
1376,¿Cual es  el calibre del codigo 2190?,calibre,codigo,2190
1377,¿Cual es  el stock del codigo 1475?,stock,codigo,1475
1378,¿Cual es la marca del codigo 10796?,marca,codigo,10796
1379,¿Cual es la marca del codigo 6982?,marca,codigo,6982
1380,¿Cual es la marca del codigo 10580?,marca,codigo,10580
1381,¿Cual es  el stock del codigo 8273?,stock,codigo,8273
1382,¿Cual es  el stock del codigo 1370?,stock,codigo,1370
1383,¿Cual es  el stock del codigo 17080?,stock,codigo,17080
1384,¿Cual es  el stock del codigo 1561?,stock,codigo,1561
1385,¿Cual es la marca del codigo 17518?,marca,codigo,17518
1386,¿Cuáles son  los codigos de la marca bock quilmes?,codigo,marca,bock quilmes
1387,¿Cuáles son el negocio del codigo 353?,negocio,codigo,353
1388,¿Cual es  el calibre del codigo 19108?,calibre,codigo,19108
1389,¿Cuáles son el negocio del codigo 2157?,negocio,codigo,2157
1390,¿Cual es la marca del codigo 7178?,marca,codigo,7178
1391,¿Cual es  el calibre del codigo 76342?,calibre,codigo,76342
1392,¿Cuáles son el negocio del codigo 18565?,negocio,codigo,18565
1393,¿Cual es  el calibre del codigo 11503?,calibre,codigo,11503
1394,¿Cual es  el stock del codigo 22992?,stock,codigo,22992
1395,¿Cual es la marca del codigo 824?,marca,codigo,824
1396,¿Cual es la marca del codigo 24011?,marca,codigo,24011
1397,¿Cual es  el calibre del codigo 8408?,calibre,codigo,8408
1398,¿Cual es  el stock del codigo 21464?,stock,codigo,21464
1399,¿Cuáles son el negocio del codigo 899?,negocio,codigo,899
1400,¿Cual es  el calibre del codigo 8064?,calibre,codigo,8064
1401,¿Cual es  el stock del codigo 15136?,stock,codigo,15136
1402,¿Cual es la marca del codigo 17850?,marca,codigo,17850
1403,¿Cuáles son el negocio del codigo 17518?,negocio,codigo,17518
1404,¿Cuáles son el negocio del codigo 16986?,negocio,codigo,16986
1405,¿Cuáles son el negocio del codigo 8401?,negocio,codigo,8401
1406,¿Cuáles son el negocio del codigo 10570?,negocio,codigo,10570
1407,¿Cual es  el calibre del codigo 14515?,calibre,codigo,14515
1408,¿Cuáles son el negocio del codigo 22695?,negocio,codigo,22695
1409,¿Cuáles son el negocio del codigo 22467?,negocio,codigo,22467
1410,¿Cuáles son el negocio del codigo 1975?,negocio,codigo,1975
1411,¿Cuáles son el negocio del calibre 3000?,negocio,calibre,3000
1412,¿Cual es la marca del codigo 10570?,marca,codigo,10570
1413,¿Cuáles son  los stocks del calibre 269?,stock,calibre,269
1414,¿Cual es  el calibre del codigo 18558?,calibre,codigo,18558
1415,¿Cual es la marca del codigo 61678?,marca,codigo,61678
1416,¿Cuáles son el negocio del codigo 138?,negocio,codigo,138
1417,¿Cual es la marca del codigo 19980?,marca,codigo,19980
1418,¿Cual es el negocio de la marca dante robino?,negocio,marca,dante robino
1419,¿Cual es  el stock del codigo 19280?,stock,codigo,19280
1420,¿Cual es la marca del codigo 14638?,marca,codigo,14638
1421,¿Cual es  el stock del codigo 19542?,stock,codigo,19542
1422,¿Cuáles son el negocio del codigo 8226?,negocio,codigo,8226
1423,¿Cual es  el calibre del codigo 8268?,calibre,codigo,8268
1424,¿Cual es  el stock del codigo 23318?,stock,codigo,23318
1425,¿Cual es  el stock del codigo 19369?,stock,codigo,19369
1426,¿Cuáles son el negocio del codigo 19538?,negocio,codigo,19538
1427,¿Cual es  el calibre del codigo 16768?,calibre,codigo,16768
1428,¿Cual es  el calibre del codigo 1976?,calibre,codigo,1976
1429,¿Cual es  el stock del codigo 14192?,stock,codigo,14192
1430,¿Cual es  el calibre del codigo 19339?,calibre,codigo,19339
1431,¿Cuáles son el negocio del codigo 19108?,negocio,codigo,19108
1432,¿Cuáles son  los stocks del calibre 2250 reco?,stock,calibre,2250 reco
1433,¿Cuáles son el negocio del codigo 7032?,negocio,codigo,7032
1434,¿Cual es  el stock del codigo 21967?,stock,codigo,21967
1435,¿Cual es  el stock del codigo 18593?,stock,codigo,18593
1436,¿Cual es la marca del codigo 19262?,marca,codigo,19262
1437,¿Cual es  el stock del codigo 20468?,stock,codigo,20468
1438,¿Cual es  el calibre del codigo 15237?,calibre,codigo,15237
1439,¿Cual es  el calibre del codigo 10969?,calibre,codigo,10969
1440,¿Cual es la marca del codigo 7116?,marca,codigo,7116
1441,¿Cual es  el calibre del codigo 8273?,calibre,codigo,8273
1442,¿Cual es  el calibre del codigo 18568?,calibre,codigo,18568
1443,¿Cual es  el stock del codigo 23902?,stock,codigo,23902
1444,¿Cual es la marca del codigo 19020?,marca,codigo,19020
1445,¿Cual es  el calibre del codigo 24145?,calibre,codigo,24145
1446,¿Cual es la marca del codigo 14192?,marca,codigo,14192
1447,¿Cual es la marca del codigo 974?,marca,codigo,974
1448,¿Cual es la marca del codigo 7713?,marca,codigo,7713
1449,¿Cual es  el calibre del codigo 21677?,calibre,codigo,21677
1450,¿Cual es la marca del codigo 76447?,marca,codigo,76447
1451,¿Cual es la marca del codigo 5641?,marca,codigo,5641
1452,¿Cual es la marca del codigo 473?,marca,codigo,473
1453,¿Cual es  el stock del codigo 18361?,stock,codigo,18361
1454,¿Cuáles son el negocio del codigo 12723?,negocio,codigo,12723
1455,¿Cual es  el calibre del codigo 18563?,calibre,codigo,18563
