,prompts,outputs_tags,tags,values,tags2,values2
2069,¿Cuáles son  los stocks de la bock quilmes 300?,stock,marca,bock quilmes,calibre,300
2070,¿Cual es  el stock del codigo 22503?,stock,codigo,22503,,
2071,¿Cual es  el stock del codigo 22063?,stock,codigo,22063,,
2072,¿Cual es  el calibre del codigo 13630?,calibre,codigo,13630,,
2073,¿Cuáles son el negocio del codigo 8095?,negocio,codigo,8095,,
2074,¿Cuáles son  los codigos de la marca gran dante?,codigo,marca,gran dante,,
2075,¿Cuáles son  los stocks de la LIEBER 50 l?,stock,marca,LIEBER,calibre,50 l
2076,¿Cuáles son el negocio del codigo 16372?,negocio,codigo,16372,,
2077,¿Cuáles son  los codigos de la marca Campari?,codigo,marca,Campari,,
2078,¿Cual es  el stock del codigo 10700?,stock,codigo,10700,,
2079,¿Cual es la marca del codigo 17093?,marca,codigo,17093,,
2080,¿Cuáles son el negocio del codigo 62112?,negocio,codigo,62112,,
2081,¿Cuáles son el negocio del codigo 24639?,negocio,codigo,24639,,
2082,¿Cuáles son  los codigos de la andes origen roja 200?,codigo,marca,andes origen roja,calibre,200
2083,¿Cual es  el stock del codigo 2284?,stock,codigo,2284,,
2084,¿Cuáles son el negocio del codigo 5250?,negocio,codigo,5250,,
2085,¿Cual es  el stock del codigo 12204?,stock,codigo,12204,,
2086,¿Cuáles son  los codigos de la marca andes origen negra?,codigo,marca,andes origen negra,,
2087,¿Cuáles son  los codigos de la dante 740?,codigo,marca,dante,calibre,740
2088,¿Cuáles son el negocio del codigo 8126?,negocio,codigo,8126,,
2089,¿Cuáles son el negocio del codigo 18571?,negocio,codigo,18571,,
2090,¿Cual es  el stock del codigo 20433?,stock,codigo,20433,,
2091,¿Cuáles son  los stocks de la corona 30 l?,stock,marca,corona,calibre,30 l
2092,¿Cual es  el stock del codigo 18943?,stock,codigo,18943,,
2093,¿Cuáles son  los stocks del calibre 700?,stock,calibre,700,,
2094,¿Cual es  el calibre del codigo 5697?,calibre,codigo,5697,,
2095,¿Cual es la marca del codigo 425?,marca,codigo,425,,
2096,¿Cual es la marca del codigo 816?,marca,codigo,816,,
2097,¿Cuáles son  los calibres de la marca patagonia eipa?,calibre,marca,patagonia eipa,,
2098,¿Cuáles son  los codigos de la temple honey 2250?,codigo,marca,temple honey,calibre,2250
2099,¿Cual es  el stock del codigo 76419?,stock,codigo,76419,,
2100,¿Cuáles son el negocio del codigo 1418?,negocio,codigo,1418,,
2101,¿Cuáles son el negocio del codigo 22992?,negocio,codigo,22992,,
2102,¿Cuáles son el negocio del codigo 19337?,negocio,codigo,19337,,
2103,¿Cuáles son  los stocks de la andes origen ipa 2000 reco?,stock,marca,andes origen ipa,calibre,2000 reco
2104,¿Cual es  el stock del codigo 14097?,stock,codigo,14097,,
2105,¿Cual es la marca del codigo 22587?,marca,codigo,22587,,
2106,¿Cual es  el calibre del codigo 14624?,calibre,codigo,14624,,
2107,¿Cual es  el stock del codigo 20991?,stock,codigo,20991,,
2108,¿Cual es la marca del codigo 20175?,marca,codigo,20175,,
2109,¿Cuáles son el negocio del codigo 2900?,negocio,codigo,2900,,
2110,¿Cuáles son el negocio del codigo 22681?,negocio,codigo,22681,,
2111,¿Cual es  el calibre del codigo 22617?,calibre,codigo,22617,,
2112,¿Cuáles son  los codigos de la pepsi 750?,codigo,marca,pepsi,calibre,750
2113,¿Cuáles son el negocio del codigo 11035?,negocio,codigo,11035,,
2114,¿Cual es  el calibre del codigo 10969?,calibre,codigo,10969,,
2115,¿Cual es la marca del codigo 14902?,marca,codigo,14902,,
2116,¿Cual es la marca del codigo 15621?,marca,codigo,15621,,
2117,¿Cuáles son  los stocks de la stella artois 50 l?,stock,marca,stella artois,calibre,50 l
2118,¿Cuáles son  los codigos de la patagonia octubrefest 354?,codigo,marca,patagonia octubrefest,calibre,354
2119,¿Cual es  el stock del codigo 23902?,stock,codigo,23902,,
2120,¿Cual es  el calibre del codigo 19340?,calibre,codigo,19340,,
2121,¿Cual es la marca del codigo 14512?,marca,codigo,14512,,
2122,¿Cual es la marca del codigo 22525?,marca,codigo,22525,,
2123,¿Cual es  el calibre del codigo 738?,calibre,codigo,738,,
2124,¿Cual es  el stock del codigo 24092?,stock,codigo,24092,,
2125,¿Cual es la marca del codigo 811?,marca,codigo,811,,
2126,¿Cuáles son  los stocks de la pepsi 1000?,stock,marca,pepsi,calibre,1000
2127,¿Cuáles son  los codigos de la andes origen negra 2250?,codigo,marca,andes origen negra,calibre,2250
2128,¿Cuáles son el negocio del codigo 1170?,negocio,codigo,1170,,
2129,¿Cuáles son el negocio del codigo 76419?,negocio,codigo,76419,,
2130,¿Cual es  el calibre del codigo 14622?,calibre,codigo,14622,,
2131,¿Cual es  el calibre del codigo 21856?,calibre,codigo,21856,,
2132,¿Cual es  el stock del codigo 22437?,stock,codigo,22437,,
2133,¿Cuáles son  los stocks de la gatorade 6.3 bidon?,stock,marca,gatorade,calibre,6.3 bidon
2134,¿Cuáles son  los calibres de la marca quilmes bajo cero?,calibre,marca,quilmes bajo cero,,
2135,¿Cuáles son  los codigos de la michelob ultra 473?,codigo,marca,michelob ultra,calibre,473
2136,¿Cuáles son  los stocks de la marca 7 up?,stock,marca,7 up,,
2137,¿Cual es  el stock del codigo 23106?,stock,codigo,23106,,
2138,¿Cual es  el stock del codigo 19529?,stock,codigo,19529,,
2139,¿Cuáles son  los codigos de la corona 355?,codigo,marca,corona,calibre,355
2140,¿Cual es  el calibre del codigo 12113?,calibre,codigo,12113,,
2141,¿Cuáles son  los codigos de la stella artois noire 2250?,codigo,marca,stella artois noire,calibre,2250
2142,¿Cual es  el calibre del codigo 22454?,calibre,codigo,22454,,
2143,¿Cual es  el stock del codigo 15622?,stock,codigo,15622,,
2144,¿Cuáles son  los codigos de la 7 up 500?,codigo,marca,7 up,calibre,500
2145,¿Cuáles son el negocio del codigo 743?,negocio,codigo,743,,
2146,¿Cuáles son el negocio del codigo 138?,negocio,codigo,138,,
2147,¿Cual es la marca del codigo 22459?,marca,codigo,22459,,
2148,¿Cuáles son las marcas del calibre barril 10 l?,marca,calibre,barril 10 l,,
2149,¿Cuáles son  los stocks de la leffe 1200?,stock,marca,leffe,calibre,1200
2150,¿Cual es  el calibre del codigo 2218?,calibre,codigo,2218,,
2151,¿Cual es la marca del codigo 13630?,marca,codigo,13630,,
2152,¿Cuáles son el negocio del codigo 2428?,negocio,codigo,2428,,
2153,¿Cuáles son  los stocks de la patagonia 710?,stock,marca,patagonia,calibre,710
2154,¿Cuáles son  los codigos de la h2oh 710?,codigo,marca,h2oh,calibre,710
2155,¿Cuáles son el negocio del codigo 21984?,negocio,codigo,21984,,
2156,¿Cual es  el calibre del codigo 24376?,calibre,codigo,24376,,
2157,¿Cuáles son  los stocks de la temple scotish 30 l?,stock,marca,temple scotish,calibre,30 l
2158,¿Cual es  el stock del codigo 2499?,stock,codigo,2499,,
2159,¿Cual es  el calibre del codigo 474?,calibre,codigo,474,,
2160,¿Cuáles son  los stocks de la bbc 200?,stock,marca,bbc,calibre,200
2161,¿Cuáles son  los stocks de la 7 up 700?,stock,marca,7 up,calibre,700
2162,¿Cuáles son el negocio del codigo 22383?,negocio,codigo,22383,,
2163,¿Cual es  el calibre del codigo 11275?,calibre,codigo,11275,,
2164,¿Cual es la marca del codigo 8231?,marca,codigo,8231,,
2165,¿Cuáles son  los codigos de la norte 269?,codigo,marca,norte,calibre,269
2166,¿Cuáles son el negocio del codigo 8065?,negocio,codigo,8065,,
2167,¿Cual es  el calibre del codigo 16528?,calibre,codigo,16528,,
2168,¿Cual es  el stock del codigo 1433?,stock,codigo,1433,,
2169,¿Cual es  el stock del codigo 7175?,stock,codigo,7175,,
2170,¿Cual es  el stock del codigo 7174?,stock,codigo,7174,,
2171,¿Cuáles son  los codigos de la corona 500?,codigo,marca,corona,calibre,500
2172,¿Cual es la marca del codigo 24253?,marca,codigo,24253,,
2173,¿Cuáles son el negocio del codigo 21972?,negocio,codigo,21972,,
2174,¿Cual es la marca del codigo 21741?,marca,codigo,21741,,
2175,¿Cual es la marca del codigo 21921?,marca,codigo,21921,,
2176,¿Cual es  el calibre del codigo 17991?,calibre,codigo,17991,,
2177,¿Cuáles son el negocio del codigo 1948?,negocio,codigo,1948,,
2178,¿Cuáles son el negocio del codigo 22496?,negocio,codigo,22496,,
2179,¿Cual es la marca del codigo 8101?,marca,codigo,8101,,
2180,¿Cual es  el stock del codigo 16370?,stock,codigo,16370,,
2181,¿Cuáles son  los stocks de la patagonia vera ipa 50 l?,stock,marca,patagonia vera ipa,calibre,50 l
2182,¿Cuáles son el negocio del codigo 24118?,negocio,codigo,24118,,
2183,¿Cuáles son  los codigos de la stout quilmes 2250 reco?,codigo,marca,stout quilmes,calibre,2250 reco
2184,¿Cuáles son el negocio del codigo 17095?,negocio,codigo,17095,,
2185,¿Cual es  el calibre del codigo 24252?,calibre,codigo,24252,,
2186,¿Cuáles son  los stocks de la Alquimista 1000  tetra?,stock,marca,Alquimista,calibre,1000  tetra
2187,¿Cuáles son el negocio del codigo 20356?,negocio,codigo,20356,,
2188,¿Cuáles son  los codigos de la stella artois 350?,codigo,marca,stella artois,calibre,350
2189,¿Cuáles son  los stocks de la guarana 3000?,stock,marca,guarana,calibre,3000
2190,¿Cual es  el calibre del codigo 7001?,calibre,codigo,7001,,
2191,¿Cuáles son el negocio del codigo 16811?,negocio,codigo,16811,,
2192,¿Cual es  el calibre del codigo 21917?,calibre,codigo,21917,,
2193,¿Cual es el negocio de la marca LIEBER?,negocio,marca,LIEBER,,
2194,¿Cuáles son el negocio del codigo 10776?,negocio,codigo,10776,,
2195,¿Cuáles son el negocio del codigo 17953?,negocio,codigo,17953,,
2196,¿Cuáles son  los codigos de la temple scotish 200?,codigo,marca,temple scotish,calibre,200
2197,¿Cual es  el stock del codigo 15159?,stock,codigo,15159,,
2198,¿Cual es  el calibre del codigo 19856?,calibre,codigo,19856,,
2199,¿Cuáles son  los stocks de la andes origen negra 970?,stock,marca,andes origen negra,calibre,970
2200,¿Cuáles son el negocio del codigo 5413?,negocio,codigo,5413,,
2201,¿Cuáles son  los stocks del calibre 2000?,stock,calibre,2000,,
2202,¿Cuáles son  los calibres del negocio CORE +?,calibre,negocio,CORE +,,
2203,¿Cuáles son  los stocks de la glaciar plus 1200?,stock,marca,glaciar plus,calibre,1200
2204,¿Cual es  el calibre del codigo 7025?,calibre,codigo,7025,,
2205,¿Cual es la marca del codigo 7463?,marca,codigo,7463,,
2206,¿Cual es  el calibre del codigo 23427?,calibre,codigo,23427,,
2207,¿Cual es la marca del codigo 21853?,marca,codigo,21853,,
2208,¿Cuáles son  los codigos de la termidor 30 l?,codigo,marca,termidor,calibre,30 l
2209,¿Cuáles son  los stocks de la h2oh 50 l barril?,stock,marca,h2oh,calibre,50 l barril
2210,¿Cual es  el stock del codigo 10813?,stock,codigo,10813,,
2211,¿Cuáles son  los stocks de la budweiser 1250?,stock,marca,budweiser,calibre,1250
2212,¿Cuáles son el negocio del codigo 18745?,negocio,codigo,18745,,
2213,¿Cual es el negocio de la marca andes origen roja?,negocio,marca,andes origen roja,,
2214,¿Cual es  el stock del codigo 23319?,stock,codigo,23319,,
2215,¿Cuáles son el negocio del codigo 76370?,negocio,codigo,76370,,
2216,¿Cual es la marca del codigo 7986?,marca,codigo,7986,,
2217,¿Cual es  el calibre del codigo 19336?,calibre,codigo,19336,,
2218,¿Cual es la marca del codigo 22056?,marca,codigo,22056,,
2219,¿Cual es el negocio de la marca bock quilmes?,negocio,marca,bock quilmes,,
2220,¿Cuáles son  los codigos de la h2oh 330?,codigo,marca,h2oh,calibre,330
2221,¿Cual es  el stock del codigo 22319?,stock,codigo,22319,,
2222,¿Cual es la marca del codigo 1413?,marca,codigo,1413,,
2223,¿Cual es la marca del codigo 61677?,marca,codigo,61677,,
2224,¿Cual es  el stock del codigo 24359?,stock,codigo,24359,,
2225,¿Cuáles son  los stocks de la temple scotish 30 l barril?,stock,marca,temple scotish,calibre,30 l barril
2226,¿Cuáles son  los stocks de la patagonia bohemian pilsener 30 l?,stock,marca,patagonia bohemian pilsener,calibre,30 l
2227,¿Cual es  el calibre del codigo 22061?,calibre,codigo,22061,,
2228,¿Cuáles son el negocio del codigo 14934?,negocio,codigo,14934,,
2229,¿Cuáles son el negocio del codigo 20987?,negocio,codigo,20987,,
2230,¿Cual es la marca del codigo 1427?,marca,codigo,1427,,
2231,¿Cual es la marca del codigo 20356?,marca,codigo,20356,,
2232,¿Cuáles son el negocio del codigo 1560?,negocio,codigo,1560,,
2233,¿Cual es la marca del codigo 19112?,marca,codigo,19112,,
2234,¿Cuáles son el negocio del codigo 20672?,negocio,codigo,20672,,
2235,¿Cuáles son  los stocks de la quilmes bajo cero 6.3 bidon?,stock,marca,quilmes bajo cero,calibre,6.3 bidon
2236,¿Cual es la marca del codigo 7175?,marca,codigo,7175,,
2237,¿Cuáles son  los stocks de la marca awafrut?,stock,marca,awafrut,,
2238,¿Cual es la marca del codigo 14639?,marca,codigo,14639,,
2239,¿Cuáles son  los codigos de la patagonia ipa 2000 reco?,codigo,marca,patagonia ipa,calibre,2000 reco
2240,¿Cual es la marca del codigo 20498?,marca,codigo,20498,,
2241,¿Cual es  el calibre del codigo 19727?,calibre,codigo,19727,,
2242,¿Cual es  el stock del codigo 22993?,stock,codigo,22993,,
2243,¿Cuáles son  los stocks de la andes porter 355 botella?,stock,marca,andes porter,calibre,355 botella
2244,¿Cual es  el stock del codigo 17359?,stock,codigo,17359,,
2245,¿Cual es  el stock del codigo 2854?,stock,codigo,2854,,
2246,¿Cuáles son  los stocks de la awafrut 250?,stock,marca,awafrut,calibre,250
2247,¿Cuáles son  los stocks de la nestle pureza vital 1250 reco?,stock,marca,nestle pureza vital,calibre,1250 reco
2248,¿Cuáles son el negocio del codigo 7175?,negocio,codigo,7175,,
2249,¿Cual es  el calibre del codigo 15589?,calibre,codigo,15589,,
2250,¿Cual es  el calibre del codigo 20997?,calibre,codigo,20997,,
2251,¿Cuáles son  los stocks de la eco de los andes 10 l?,stock,marca,eco de los andes,calibre,10 l
2252,¿Cual es la marca del codigo 741?,marca,codigo,741,,
2253,¿Cual es  el stock del codigo 15588?,stock,codigo,15588,,
2254,¿Cual es la marca del codigo 22165?,marca,codigo,22165,,
2255,¿Cual es  el stock del codigo 7149?,stock,codigo,7149,,
2256,¿Cual es  el stock del codigo 8065?,stock,codigo,8065,,
2257,¿Cuáles son  los calibres de la marca andes origen vendimia?,calibre,marca,andes origen vendimia,,
2258,¿Cual es  el stock del codigo 7178?,stock,codigo,7178,,
2259,¿Cuáles son  los stocks del calibre 50 l barril?,stock,calibre,50 l barril,,
2260,¿Cuáles son  los stocks de la gatorade 340?,stock,marca,gatorade,calibre,340
2261,¿Cuáles son  los codigos de la patagonia octubrefest barril 10 l?,codigo,marca,patagonia octubrefest,calibre,barril 10 l
2262,¿Cual es la marca del codigo 19498?,marca,codigo,19498,,
2263,¿Cual es la marca del codigo 1423?,marca,codigo,1423,,
2264,¿Cual es  el calibre del codigo 5254?,calibre,codigo,5254,,
2265,¿Cual es la marca del codigo 7026?,marca,codigo,7026,,
2266,¿Cual es la marca del codigo 14640?,marca,codigo,14640,,
2267,¿Cual es  el stock del codigo 209?,stock,codigo,209,,
2268,¿Cuáles son  los codigos de la 7 up 1250 reco?,codigo,marca,7 up,calibre,1250 reco
2269,¿Cual es  el calibre del codigo 18568?,calibre,codigo,18568,,
2270,¿Cual es  el stock del codigo 2190?,stock,codigo,2190,,
2271,¿Cual es la marca del codigo 7172?,marca,codigo,7172,,
2272,¿Cuáles son  los codigos de la Vermu 210?,codigo,marca,Vermu,calibre,210
2273,¿Cuáles son el negocio del codigo 23061?,negocio,codigo,23061,,
2274,¿Cual es  el stock del codigo 22452?,stock,codigo,22452,,
2275,¿Cuáles son las marcas del negocio Agua?,marca,negocio,Agua,,
2276,¿Cual es la marca del codigo 19533?,marca,codigo,19533,,
2277,¿Cuáles son  los codigos de la stella artois 210?,codigo,marca,stella artois,calibre,210
2278,¿Cuáles son  los codigos de la goose island 355 botella?,codigo,marca,goose island,calibre,355 botella
2279,¿Cual es  el stock del codigo 7480?,stock,codigo,7480,,
2280,¿Cual es la marca del codigo 24880?,marca,codigo,24880,,
2281,¿Cuáles son el negocio del codigo 5406?,negocio,codigo,5406,,
2282,¿Cual es la marca del codigo 8409?,marca,codigo,8409,,
2283,¿Cuáles son  los stocks de la corona 1650?,stock,marca,corona,calibre,1650
2284,¿Cual es  el stock del codigo 21849?,stock,codigo,21849,,
2285,¿Cuáles son  los codigos de la nestle pureza vital 1650?,codigo,marca,nestle pureza vital,calibre,1650
2286,¿Cual es la marca del codigo 7139?,marca,codigo,7139,,
2287,¿Cual es  el stock del codigo 19365?,stock,codigo,19365,,
2288,¿Cual es la marca del codigo 8127?,marca,codigo,8127,,
2289,¿Cuáles son  los stocks de la patagonia hoppy lager 740?,stock,marca,patagonia hoppy lager,calibre,740
2290,¿Cuáles son el negocio del codigo 1370?,negocio,codigo,1370,,
2291,¿Cual es la marca del codigo 2881?,marca,codigo,2881,,
2292,¿Cuáles son  los stocks de la budweiser 330?,stock,marca,budweiser,calibre,330
2293,¿Cual es la marca del codigo 20471?,marca,codigo,20471,,
2294,¿Cual es  el stock del codigo 18743?,stock,codigo,18743,,
2295,¿Cual es  el calibre del codigo 14933?,calibre,codigo,14933,,
2296,¿Cual es la marca del codigo 24289?,marca,codigo,24289,,
2297,¿Cual es  el calibre del codigo 19016?,calibre,codigo,19016,,
2298,¿Cual es  el calibre del codigo 16372?,calibre,codigo,16372,,
2299,¿Cuáles son  los stocks de la marca patagonia bohemian pilsener?,stock,marca,patagonia bohemian pilsener,,
2300,¿Cuáles son  los codigos de la andes origen 2450?,codigo,marca,andes origen,calibre,2450
2301,¿Cuáles son  los codigos de la corona 30 l?,codigo,marca,corona,calibre,30 l
2302,¿Cuáles son  los stocks de la petit 355?,stock,marca,petit,calibre,355
2303,¿Cuáles son  los codigos de la stout quilmes 3000?,codigo,marca,stout quilmes,calibre,3000
2304,¿Cual es  el calibre del codigo 2439?,calibre,codigo,2439,,
2305,¿Cuáles son  los codigos del calibre 1250?,codigo,calibre,1250,,
2306,¿Cual es la marca del codigo 8228?,marca,codigo,8228,,
2307,¿Cual es el negocio de la marca andes origen vendimia?,negocio,marca,andes origen vendimia,,
2308,¿Cual es  el stock del codigo 16137?,stock,codigo,16137,,
2309,¿Cual es  el calibre del codigo 19539?,calibre,codigo,19539,,
2310,¿Cuáles son  los stocks de la novecento 473?,stock,marca,novecento,calibre,473
2311,¿Cual es la marca del codigo 7651?,marca,codigo,7651,,
2312,¿Cual es  el calibre del codigo 23417?,calibre,codigo,23417,,
2313,¿Cuáles son  los codigos de la paso de los toros 250?,codigo,marca,paso de los toros,calibre,250
